index,id,weather_state_name,weather_state_abbr,wind_direction_compass,created,applicable_date,min_temp,max_temp,the_temp,wind_speed,wind_direction,air_pressure,humidity,visibility,predictability
41,5708860272672768,Light Cloud,lc,WSW,2019-02-24T17:35:06.399582Z,2019-03-01,6.443333333333332,13.776666666666666,13.54,5.885200694610144,245.0592329752299,1016.2,77,9.997862483098704,70
42,5659087742173184,Light Cloud,lc,WSW,2019-02-24T14:33:04.514493Z,2019-03-01,6.443333333333332,13.776666666666666,13.54,5.885200694610144,245.0592329752299,1016.2,77,9.997862483098704,70
43,5722170476986368,Light Cloud,lc,WSW,2019-02-24T11:31:04.720554Z,2019-03-01,6.443333333333332,13.776666666666666,13.54,5.885200694610144,245.0592329752299,1016.2,77,9.997862483098704,70
44,4758337302298624,Light Cloud,lc,SW,2019-02-24T08:29:05.848751Z,2019-03-01,4.486666666666667,14.523333333333333,15.28,5.046462790636019,226.2070684430573,1021.74,76,9.997862483098704,70
45,5431390319411200,Light Cloud,lc,SW,2019-02-24T05:27:05.944338Z,2019-03-01,4.486666666666667,14.523333333333333,15.28,5.046462790636019,226.2070684430573,1021.74,76,9.997862483098704,70
46,4757581388054528,Heavy Cloud,hc,SSW,2019-02-24T02:25:05.379761Z,2019-03-01,6.456666666666667,13.54,12.33,5.506277472891647,194.0794242942059,1010.65,76,9.997862483098704,71
47,5782572078465024,Showers,s,SSW,2019-02-23T23:23:07.943921Z,2019-03-01,6.5166666666666675,13.313333333333333,12.33,5.4762774728916455,193.92726879589333,1010.65,75,9.997862483098704,73
48,6346204596142080,Showers,s,SSW,2019-02-23T20:21:08.388238Z,2019-03-01,6.85,13.313333333333333,12.33,6.142944139558312,193.92726879589333,1010.65,74,9.997862483098704,73
49,6650235063369728,Showers,s,WSW,2019-02-23T17:19:08.748299Z,2019-03-01,7.35,13.79,12.33,6.156277472891646,239.5062487851538,1010.65,73,9.997862483098704,73
50,6707256022269952,Showers,s,WSW,2019-02-23T14:17:09.446347Z,2019-03-01,7.35,13.79,12.33,6.156277472891646,239.5062487851538,1010.65,73,9.997862483098704,73
51,4726798552137728,Showers,s,WSW,2019-02-23T11:15:09.546303Z,2019-03-01,7.35,13.79,12.33,6.156277472891646,239.5062487851538,1010.65,73,9.997862483098704,73
52,5516703435849728,Showers,s,WSW,2019-02-23T08:13:08.742296Z,2019-03-01,8.106666666666667,13.966666666666667,12.86,6.448186060075824,243.16721174114366,1007.81,74,9.997862483098704,73
53,5602052254203904,Showers,s,WSW,2019-02-23T05:11:07.151052Z,2019-03-01,8.41,13.776666666666666,12.86,6.131519393409157,244.7481688554968,1007.81,76,9.997862483098704,73
54,6364505787334656,Showers,s,WSW,2019-02-23T02:09:07.907919Z,2019-03-01,8.523333333333333,13.573333333333332,12.25,6.158445478406108,241.98796661534055,1007.17,76,9.997862483098704,73
55,5783817618980864,Showers,s,SW,2019-02-22T23:07:10.292345Z,2019-03-01,9.036666666666667,13.79,12.25,7.795112145072775,234.63049839654064,1007.17,74,9.997862483098704,73
56,5699350946643968,Showers,s,SW,2019-02-22T20:05:10.542606Z,2019-03-01,9.036666666666667,13.79,12.25,7.795112145072775,234.63049839654064,1007.17,74,9.997862483098704,73
57,6400411177058304,Showers,s,SW,2019-02-22T17:03:12.079819Z,2019-03-01,9.036666666666667,13.79,12.25,8.795112145072775,235.30495491409584,1007.17,74,9.997862483098704,73
58,5181285246959616,Showers,s,SW,2019-02-22T14:01:12.183147Z,2019-03-01,9.036666666666667,13.79,12.25,8.795112145072775,235.30495491409584,1007.17,74,9.997862483098704,73
59,4976380410331136,Showers,s,SW,2019-02-22T10:59:11.618026Z,2019-03-01,8.436666666666666,14.343333333333334,13.73,10.436827195842945,231.66653499840575,1018.56,73,9.997862483098704,73
60,5295259753906176,Showers,s,SW,2019-02-22T07:57:10.726011Z,2019-03-01,8.436666666666666,14.343333333333334,13.73,10.436827195842945,231.66653499840575,1018.56,73,9.997862483098704,73
61,5940797499244544,Showers,s,SW,2019-02-22T04:55:11.683612Z,2019-03-01,8.913333333333332,14.086666666666668,12.69,9.724457435244837,227.33648456423006,1017.18,72,9.997862483098704,73
62,5574560504086528,Light Rain,lr,SW,2019-02-22T01:53:10.885460Z,2019-03-01,8.645,13.48,12.69,8.351686152867256,226.0,1017.18,73,,75
63,6136049952620544,Light Rain,lr,SW,2019-02-21T22:51:14.063982Z,2019-03-01,8.645,13.48,12.69,8.351686152867256,226.0,1017.18,73,,75
64,6297506363211776,Light Rain,lr,SW,2019-02-21T19:49:14.567745Z,2019-03-01,8.645,13.48,12.69,8.351686152867256,226.0,1030.66,73,,75
65,6311801188777984,Light Rain,lr,SW,2019-02-21T16:47:14.655054Z,2019-03-01,8.645,13.48,12.69,8.351686152867256,226.0,1030.66,73,,75
66,6032668781182976,Light Rain,lr,SW,2019-02-21T13:45:14.399134Z,2019-03-01,8.145,13.48,12.69,6.851686152867256,232.49999999999997,1022.67,74,,75
67,5976721731878912,Light Rain,lr,SW,2019-02-21T10:43:14.990412Z,2019-03-01,8.145,13.48,12.69,6.851686152867256,232.49999999999997,1022.67,74,,75
68,5134166656024576,Light Rain,lr,SW,2019-02-21T07:41:14.233862Z,2019-03-01,8.11,14.21,14.42,7.615972719319176,233.99999999999997,1015.89,74,,75
69,5413591926702080,Light Rain,lr,SW,2019-02-21T04:39:14.576062Z,2019-03-01,8.11,14.21,14.42,7.615972719319176,233.99999999999997,1015.89,74,,75
70,5805840887971840,Light Rain,lr,SW,2019-02-21T01:37:13.525713Z,2019-03-01,8.11,14.21,14.42,7.615972719319176,233.99999999999997,1015.89,74,,75
